date,home_team,away_team,home_score,away_score,predicted_home_goals,predicted_away_goals,predicted_result,actual_result,correct_outcome,exact_score,goal_diff_error
2025-11-14,Slovakia,Northern Ireland,1,0,2,1,team1,team1,True,False,0.0
2025-11-14,Finland,Malta,0,1,3,0,team1,team2,False,False,4.0
2025-11-14,Poland,Netherlands,1,1,0,2,team2,draw,False,False,2.0
2025-11-14,Croatia,Faroe Islands,3,1,7,0,team1,team1,True,False,5.0
2025-11-14,Gibraltar,Montenegro,1,2,0,4,team2,team2,True,False,3.0
2025-11-14,Uzbekistan,Egypt,2,0,1,2,team2,team1,False,False,3.0
2025-11-15,Russia,Chile,0,2,2,1,team1,team2,False,False,3.0
2025-11-15,Libya,Mauritania,1,0,1,1,draw,team1,False,False,1.0
2025-11-15,Kuwait,Tanzania,4,3,1,2,team2,team1,False,False,2.0
2025-11-15,Lesotho,Malawi,0,0,1,2,team2,draw,False,False,1.0
2025-11-15,Guinea,Liberia,2,0,2,0,team1,team1,True,True,0.0
2025-11-15,Brazil,Senegal,2,0,2,1,team1,team1,True,False,1.0
2025-11-15,Colombia,New Zealand,2,1,3,0,team1,team1,True,False,2.0
2025-11-15,Mexico,Uruguay,0,0,1,1,draw,draw,True,False,0.0
2025-11-15,South Africa,Zambia,3,1,2,1,team1,team1,True,False,1.0
2025-11-15,United States,Paraguay,2,1,2,1,team1,team1,True,True,0.0
2025-11-15,Slovenia,Kosovo,0,2,2,1,team1,team2,False,False,3.0
2025-11-15,Switzerland,Sweden,4,1,2,1,team1,team1,True,False,2.0
2025-11-15,Denmark,Belarus,2,2,4,0,team1,draw,False,False,4.0
2025-11-15,Greece,Scotland,3,2,2,1,team1,team1,True,False,0.0
2025-11-15,Turkey,Bulgaria,2,0,3,0,team1,team1,True,False,1.0
2025-11-15,Georgia,Spain,0,4,0,4,team2,team2,True,True,0.0
2025-11-15,Cyprus,Austria,0,2,0,5,team2,team2,True,False,3.0
2025-11-15,Bosnia and Herzegovina,Romania,3,1,1,2,team2,team1,False,False,3.0
2025-11-15,Liechtenstein,Wales,0,1,0,9,team2,team2,True,False,8.0
2025-11-15,Kazakhstan,Belgium,1,1,0,6,team2,draw,False,False,6.0
2025-11-15,Martinique,Cuba,0,2,3,0,team1,team2,False,False,5.0
2025-11-15,Saint Vincent and the Grenadines,Saint Lucia,3,1,1,1,draw,team1,False,False,2.0
2025-11-15,Dominica,Sint Maarten,2,3,0,4,team2,team2,True,False,3.0
2025-11-15,Saint Martin,Belize,0,1,5,0,team1,team2,False,False,6.0
2025-11-15,Barbados,Aruba,0,3,1,1,draw,team2,False,False,3.0
2025-11-15,Guyana,Bonaire,2,1,0,3,team2,team1,False,False,4.0
2025-11-15,Bahamas,British Virgin Islands,0,6,1,1,draw,team2,False,False,6.0
2025-11-15,Cayman Islands,Anguilla,4,0,2,1,team1,team1,True,False,3.0
2025-11-15,Basque Country,Palestine,3,0,3,0,team1,team1,True,True,0.0
2025-11-16,Nigeria,DR Congo,1,1,2,1,team1,draw,False,False,1.0
2025-11-16,Ukraine,Iceland,2,0,2,1,team1,team1,True,False,1.0
2025-11-16,Azerbaijan,France,1,3,0,9,team2,team2,True,False,7.0
2025-11-16,Portugal,Armenia,9,1,8,0,team1,team1,True,False,0.0
2025-11-16,Hungary,Republic of Ireland,2,3,2,1,team1,team2,False,False,2.0
2025-11-16,Moldova,Israel,1,4,0,3,team2,team2,True,False,0.0
2025-11-16,Italy,Norway,1,4,2,1,team1,team2,False,False,4.0
2025-11-16,Albania,England,0,2,0,4,team2,team2,True,False,2.0
2025-11-16,Serbia,Latvia,2,1,4,0,team1,team1,True,False,3.0
2025-11-17,Comoros,Namibia,4,0,1,1,draw,team1,False,False,4.0
2025-11-17,Mozambique,Chad,2,2,3,0,team1,draw,False,False,3.0
2025-11-17,Madagascar,Equatorial Guinea,2,0,1,1,draw,team1,False,False,2.0
2025-11-17,Finland,Andorra,4,0,4,0,team1,team1,True,True,0.0
2025-11-17,Qatar,Zimbabwe,1,2,3,0,team1,team2,False,False,4.0
2025-11-17,Bahrain,Somalia,1,2,6,0,team1,team2,False,False,7.0
2025-11-17,Northern Ireland,Luxembourg,1,0,2,1,team1,team1,True,False,0.0
2025-11-17,Germany,Slovakia,6,0,3,0,team1,team1,True,False,3.0
2025-11-17,Malta,Poland,2,3,0,5,team2,team2,True,False,4.0
2025-11-17,Netherlands,Lithuania,4,0,9,0,team1,team1,True,False,5.0
2025-11-17,Czech Republic,Gibraltar,6,0,8,0,team1,team1,True,False,2.0
2025-11-17,Montenegro,Croatia,2,3,0,4,team2,team2,True,False,3.0
2025-11-17,Cape Verde,Egypt,1,1,1,2,team2,draw,False,False,1.0
2025-11-17,Vanuatu,Fiji,2,0,1,2,team2,team1,False,False,3.0
2025-11-18,Angola,Zambia,3,2,1,1,draw,team1,False,False,1.0
2025-11-18,Morocco,Uganda,4,0,5,0,team1,team1,True,False,1.0
2025-11-18,Oman,Ivory Coast,0,2,0,2,team2,team2,True,True,0.0
2025-11-18,Saudi Arabia,Algeria,0,2,1,2,team2,team2,True,False,1.0
2025-11-18,Guinea,Niger,1,1,2,1,team1,draw,False,False,1.0
2025-11-18,Kenya,Senegal,0,8,0,5,team2,team2,True,False,3.0
2025-11-18,Benin,Burkina Faso,0,3,1,2,team2,team2,True,False,2.0
2025-11-18,Japan,Bolivia,3,0,4,0,team1,team1,True,False,1.0
2025-11-18,Mali,Jordan,3,2,2,1,team1,team1,True,False,0.0
2025-11-18,Kuwait,Gambia,2,2,0,3,team2,draw,False,False,3.0
2025-11-18,Lesotho,Malawi,0,1,1,2,team2,team2,True,False,0.0
2025-11-18,Maldives,Philippines,0,2,1,2,team2,team2,True,False,1.0
2025-11-18,Timor-Leste,Tajikistan,0,5,0,4,team2,team2,True,False,1.0
2025-11-18,Yemen,Bhutan,7,1,3,0,team1,team1,True,False,3.0
2025-11-18,Brunei,Lebanon,0,3,1,1,draw,team2,False,False,3.0
2025-11-18,Bangladesh,India,1,0,1,2,team2,team1,False,False,2.0
2025-11-18,Hong Kong,Singapore,1,2,3,0,team1,team2,False,False,4.0
2025-11-18,Sri Lanka,Thailand,0,4,0,4,team2,team2,True,True,0.0
2025-11-18,Turkmenistan,Taiwan,3,1,0,2,team2,team1,False,False,4.0
2025-11-18,Pakistan,Syria,0,5,0,5,team2,team2,True,True,0.0
2025-11-18,Malaysia,Nepal,1,0,3,0,team1,team1,True,False,2.0
2025-11-18,Brazil,Tunisia,1,1,3,0,team1,draw,False,False,3.0
2025-11-18,Canada,Venezuela,2,0,2,1,team1,team1,True,False,1.0
2025-11-18,Chile,Peru,2,1,1,1,draw,team1,False,False,1.0
2025-11-18,Colombia,Australia,3,0,2,1,team1,team1,True,False,2.0
2025-11-18,Cyprus,Estonia,2,4,1,1,draw,team2,False,False,2.0
2025-11-18,Ecuador,New Zealand,2,0,2,1,team1,team1,True,False,1.0
2025-11-18,Faroe Islands,Kazakhstan,1,0,1,1,draw,team1,False,False,1.0
2025-11-18,South Korea,Ghana,1,0,3,0,team1,team1,True,False,2.0
2025-11-18,Mexico,Paraguay,1,2,2,1,team1,team2,False,False,2.0
2025-11-18,United States,Uruguay,5,1,1,2,team2,team1,False,False,5.0
2025-11-18,Iraq,United Arab Emirates,2,1,2,1,team1,team1,True,True,0.0
2025-11-18,Kosovo,Switzerland,1,1,0,3,team2,draw,False,False,3.0
2025-11-18,Sweden,Slovenia,1,1,2,1,team1,draw,False,False,1.0
2025-11-18,Scotland,Denmark,4,2,1,2,team2,team1,False,False,3.0
2025-11-18,Belarus,Greece,0,0,0,3,team2,draw,False,False,3.0
2025-11-18,Spain,Turkey,2,2,3,0,team1,draw,False,False,3.0
2025-11-18,Bulgaria,Georgia,2,1,1,2,team2,team1,False,False,2.0
2025-11-18,Austria,Bosnia and Herzegovina,1,1,3,0,team1,draw,False,False,3.0
2025-11-18,Romania,San Marino,7,1,11,0,team1,team1,True,False,5.0
2025-11-18,Wales,North Macedonia,7,1,2,1,team1,team1,True,False,5.0
2025-11-18,Belgium,Liechtenstein,7,0,19,0,team1,team1,True,False,12.0
2025-11-18,Dominican Republic,Martinique,0,0,1,2,team2,draw,False,False,1.0
2025-11-18,Saint Kitts and Nevis,Belize,2,6,4,0,team1,team2,False,False,8.0
2025-11-18,Antigua and Barbuda,Guyana,1,4,0,2,team2,team2,True,False,1.0
2025-11-18,Iran,Uzbekistan,0,0,2,1,team1,draw,False,False,1.0
2025-11-18,Guatemala,Suriname,3,1,2,1,team1,team1,True,False,1.0
2025-11-18,Panama,El Salvador,3,0,3,0,team1,team1,True,True,0.0
2025-11-18,Jamaica,Curaçao,0,0,1,1,draw,draw,True,False,0.0
2025-11-18,Trinidad and Tobago,Bermuda,2,2,2,1,team1,draw,False,False,1.0
2025-11-18,Costa Rica,Honduras,0,0,2,1,team1,draw,False,False,1.0
2025-11-18,Haiti,Nicaragua,2,0,2,1,team1,team1,True,False,1.0
2025-11-19,Laos,Vietnam,0,2,0,4,team2,team2,True,False,2.0
2025-11-20,Vanuatu,Solomon Islands,2,1,1,2,team2,team1,False,False,2.0
2025-11-20,Papua New Guinea,Fiji,2,0,1,2,team2,team1,False,False,3.0
2025-11-23,Papua New Guinea,Vanuatu,2,2,1,1,draw,draw,True,False,0.0
2025-11-25,Mauritania,Kuwait,0,2,2,1,team1,team2,False,False,3.0
2025-11-25,Syria,South Sudan,2,0,3,0,team1,team1,True,False,1.0
2025-11-25,Palestine,Libya,0,0,2,1,team1,draw,False,False,1.0
2025-11-26,Oman,Somalia,0,0,6,0,team1,draw,False,False,6.0
2025-11-26,Bahrain,Djibouti,1,0,4,0,team1,team1,True,False,3.0
2025-11-26,Sudan,Lebanon,2,1,1,1,draw,team1,False,False,1.0
2025-11-26,Comoros,Yemen,4,4,2,1,team1,draw,False,False,1.0
2025-12-01,Tunisia,Syria,0,1,2,0,team1,team2,False,False,3.0
2025-12-01,Qatar,Palestine,0,1,2,0,team1,team2,False,False,3.0
2025-12-02,Morocco,Comoros,3,1,6,0,team1,team1,True,False,4.0
2025-12-02,Saudi Arabia,Oman,2,1,2,1,team1,team1,True,True,0.0
2025-12-02,Egypt,Kuwait,1,1,4,0,team1,draw,False,False,4.0
2025-12-03,Jordan,United Arab Emirates,2,1,1,1,draw,team1,False,False,1.0
2025-12-03,Algeria,Sudan,0,0,4,0,team1,draw,False,False,4.0
2025-12-03,Iraq,Bahrain,2,1,2,1,team1,team1,True,True,0.0
2025-12-04,Palestine,Tunisia,2,2,0,2,team2,draw,False,False,2.0
2025-12-04,Qatar,Syria,1,1,2,1,team1,draw,False,False,1.0
2025-12-05,Oman,Morocco,0,0,0,4,team2,draw,False,False,4.0
2025-12-05,Comoros,Saudi Arabia,1,3,0,3,team2,team2,True,False,1.0
2025-12-06,Kuwait,Jordan,1,3,0,3,team2,team2,True,False,1.0
2025-12-06,United Arab Emirates,Egypt,1,1,1,2,team2,draw,False,False,1.0
2025-12-06,Bahrain,Algeria,1,5,0,3,team2,team2,True,False,1.0
2025-12-06,Sudan,Iraq,0,2,0,3,team2,team2,True,False,1.0
2025-12-07,Qatar,Tunisia,0,3,1,1,draw,team2,False,False,3.0
2025-12-07,Syria,Palestine,0,0,1,1,draw,draw,True,False,0.0
2025-12-08,Morocco,Saudi Arabia,1,0,3,0,team1,team1,True,False,2.0
2025-12-08,Oman,Comoros,2,1,2,1,team1,team1,True,True,0.0
2025-12-09,Egypt,Jordan,0,3,2,1,team1,team2,False,False,4.0
2025-12-09,United Arab Emirates,Kuwait,3,1,3,0,team1,team1,True,False,1.0
2025-12-09,Algeria,Iraq,2,0,2,1,team1,team1,True,False,1.0
2025-12-09,Bahrain,Sudan,3,1,2,1,team1,team1,True,False,1.0
2025-12-11,Morocco,Syria,1,0,5,0,team1,team1,True,False,4.0
2025-12-11,Palestine,Saudi Arabia,1,2,1,2,team2,team2,True,True,0.0
2025-12-12,Jordan,Iraq,1,0,1,1,draw,team1,False,False,1.0
2025-12-12,Algeria,United Arab Emirates,1,1,2,0,team1,draw,False,False,2.0
2025-12-15,Morocco,United Arab Emirates,3,0,3,0,team1,team1,True,True,0.0
2025-12-15,Saudi Arabia,Jordan,0,1,1,1,draw,team2,False,False,1.0
2025-12-18,Jordan,Morocco,2,3,0,3,team2,team2,True,False,2.0
2025-12-21,Morocco,Comoros,2,0,6,0,team1,team1,True,False,4.0
2025-12-22,Mali,Zambia,1,1,2,1,team1,draw,False,False,1.0
2025-12-22,South Africa,Angola,2,1,2,1,team1,team1,True,True,0.0
2025-12-22,Egypt,Zimbabwe,2,1,4,0,team1,team1,True,False,3.0
2025-12-23,Nigeria,Tanzania,2,1,4,0,team1,team1,True,False,3.0
2025-12-23,Tunisia,Uganda,3,1,2,0,team1,team1,True,False,0.0
2025-12-23,DR Congo,Benin,1,0,2,0,team1,team1,True,False,1.0
2025-12-23,Senegal,Botswana,3,0,6,0,team1,team1,True,False,3.0
2025-12-24,Burkina Faso,Equatorial Guinea,2,1,2,0,team1,team1,True,False,1.0
2025-12-24,Algeria,Sudan,3,0,4,0,team1,team1,True,False,1.0
2025-12-24,Ivory Coast,Mozambique,1,0,3,0,team1,team1,True,False,2.0
2025-12-24,Cameroon,Gabon,1,0,2,1,team1,team1,True,False,0.0
2025-12-26,Zambia,Comoros,0,0,2,1,team1,draw,False,False,1.0
2025-12-26,Morocco,Mali,1,1,3,0,team1,draw,False,False,3.0
2025-12-26,Angola,Zimbabwe,1,1,2,1,team1,draw,False,False,1.0
2025-12-26,Egypt,South Africa,1,0,2,1,team1,team1,True,False,0.0
2025-12-27,Uganda,Tanzania,1,1,2,1,team1,draw,False,False,1.0
2025-12-27,Nigeria,Tunisia,3,2,2,1,team1,team1,True,False,0.0
2025-12-27,Benin,Botswana,1,0,2,1,team1,team1,True,False,0.0
2025-12-27,Senegal,DR Congo,1,1,2,1,team1,draw,False,False,1.0
2025-12-28,Equatorial Guinea,Sudan,0,1,2,1,team1,team2,False,False,2.0
2025-12-28,Algeria,Burkina Faso,1,0,2,1,team1,team1,True,False,0.0
2025-12-28,Gabon,Mozambique,2,3,2,1,team1,team2,False,False,2.0
2025-12-28,Ivory Coast,Cameroon,1,1,2,1,team1,draw,False,False,1.0
2025-12-29,Morocco,Zambia,3,0,5,0,team1,team1,True,False,2.0
2025-12-29,Comoros,Mali,0,0,0,3,team2,draw,False,False,3.0
2025-12-29,Angola,Egypt,0,0,0,3,team2,draw,False,False,3.0
2025-12-29,Zimbabwe,South Africa,2,3,0,3,team2,team2,True,False,2.0
2025-12-30,Uganda,Nigeria,1,3,0,3,team2,team2,True,False,1.0
2025-12-30,Tanzania,Tunisia,1,1,0,3,team2,draw,False,False,3.0
2025-12-30,Benin,Senegal,0,3,0,4,team2,team2,True,False,1.0
2025-12-30,Botswana,DR Congo,0,3,0,4,team2,team2,True,False,1.0
2025-12-31,Equatorial Guinea,Algeria,1,3,0,4,team2,team2,True,False,2.0
2025-12-31,Sudan,Burkina Faso,0,2,0,3,team2,team2,True,False,1.0
2025-12-31,Gabon,Ivory Coast,2,3,0,3,team2,team2,True,False,2.0
2025-12-31,Mozambique,Cameroon,1,2,0,3,team2,team2,True,False,2.0
2026-01-03,Senegal,Sudan,3,1,5,0,team1,team1,True,False,3.0
2026-01-03,Mali,Tunisia,1,1,1,1,draw,draw,True,True,0.0
2026-01-04,Morocco,Tanzania,1,0,6,0,team1,team1,True,False,5.0
2026-01-04,South Africa,Cameroon,1,2,1,1,draw,team2,False,False,1.0
2026-01-05,Egypt,Benin,3,1,3,0,team1,team1,True,False,1.0
2026-01-05,Nigeria,Mozambique,4,0,3,0,team1,team1,True,False,1.0
2026-01-06,Algeria,DR Congo,1,0,2,1,team1,team1,True,False,0.0
2026-01-06,Ivory Coast,Burkina Faso,3,0,2,1,team1,team1,True,False,2.0
2026-01-09,Mali,Senegal,0,1,1,2,team2,team2,True,False,0.0
2026-01-09,Morocco,Cameroon,2,0,3,0,team1,team1,True,False,1.0
2026-01-10,Algeria,Nigeria,0,2,1,1,draw,team2,False,False,2.0
2026-01-10,Egypt,Ivory Coast,3,2,1,1,draw,team1,False,False,1.0
2026-01-14,Senegal,Egypt,1,0,2,1,team1,team1,True,False,0.0
2026-01-14,Morocco,Nigeria,0,0,2,0,team1,draw,False,False,2.0
2026-01-17,Egypt,Nigeria,0,0,1,1,draw,draw,True,False,0.0
2026-01-18,Morocco,Senegal,3,0,2,1,team1,team1,True,False,2.0
2026-01-18,Bolivia,Panama,1,1,0,2,team2,draw,False,False,2.0
2026-01-18,Grenada,Jamaica,0,1,0,3,team2,team2,True,False,2.0
2026-01-22,Panama,Mexico,0,1,1,2,team2,team2,True,False,0.0
2026-01-25,Bolivia,Mexico,0,1,0,3,team2,team2,True,False,2.0
2026-01-26,Uzbekistan,China,2,2,2,1,team1,draw,False,False,1.0
2026-02-25,Mexico,Iceland,4,0,3,0,team1,team1,True,False,1.0
2026-03-15,Bolivia,Trinidad and Tobago,3,0,2,1,team1,team1,True,False,2.0
2026-03-25,Bermuda,DR Congo,0,2,0,4,team2,team2,True,False,2.0
2026-03-25,Equatorial Guinea,Kyrgyzstan,1,0,0,3,team2,team1,False,False,4.0
2026-03-25,Kazakhstan,Namibia,2,0,1,1,draw,team1,False,False,2.0
2026-03-25,United States Virgin Islands,American Samoa,5,2,14,0,team1,team1,True,False,11.0
2026-03-25,Puerto Rico,Guam,4,0,3,0,team1,team1,True,False,1.0
2026-03-26,Brazil,France,1,2,1,2,team2,team2,True,True,0.0
2026-03-26,Colombia,Croatia,1,2,1,1,draw,team2,False,False,1.0
2026-03-26,Cyprus,Belarus,0,1,1,2,team2,team2,True,False,0.0
2026-03-26,Georgia,Israel,2,2,2,1,team1,draw,False,False,1.0
2026-03-26,Moldova,Lithuania,0,2,1,1,draw,team2,False,False,2.0
2026-03-26,Vietnam,Bangladesh,3,0,3,0,team1,team1,True,True,0.0
2026-03-26,New Caledonia,Jamaica,0,1,0,2,team2,team2,True,False,1.0
2026-03-26,Bolivia,Suriname,2,1,1,1,draw,team1,False,False,1.0
2026-03-26,Italy,Northern Ireland,2,0,3,0,team1,team1,True,False,1.0
2026-03-26,Wales,Bosnia and Herzegovina,1,1,2,1,team1,draw,False,False,1.0
2026-03-26,Poland,Albania,2,1,2,1,team1,team1,True,True,0.0
2026-03-26,Ukraine,Sweden,1,3,1,1,draw,team2,False,False,2.0
2026-03-26,Slovakia,Kosovo,3,4,2,1,team1,team2,False,False,2.0
2026-03-26,Turkey,Romania,1,0,2,1,team1,team1,True,False,0.0
2026-03-26,Czech Republic,Republic of Ireland,2,2,2,1,team1,draw,False,False,1.0
2026-03-26,Denmark,North Macedonia,4,0,3,0,team1,team1,True,False,1.0
2026-03-26,Aruba,Macau,4,1,2,1,team1,team1,True,False,2.0
2026-03-26,Tanzania,Liechtenstein,0,1,4,0,team1,team2,False,False,5.0
2026-03-26,Martinique,Cuba,2,2,3,0,team1,draw,False,False,3.0
2026-03-26,Dominican Republic,El Salvador,2,2,1,1,draw,draw,True,False,0.0
2026-03-26,Saint Martin,Barbados,3,1,7,0,team1,team1,True,False,5.0
2026-03-26,Bonaire,Saint Vincent and the Grenadines,3,1,1,1,draw,team1,False,False,2.0
2026-03-26,Bahamas,Anguilla,1,3,1,1,draw,team2,False,False,2.0
2026-03-26,Cayman Islands,British Virgin Islands,1,1,2,1,team1,draw,False,False,1.0
2026-03-27,Algeria,Guatemala,7,0,3,0,team1,team1,True,False,4.0
2026-03-27,Argentina,Mauritania,2,1,9,0,team1,team1,True,False,8.0
2026-03-27,Austria,Ghana,5,1,3,0,team1,team1,True,False,1.0
2026-03-27,England,Uruguay,1,1,2,1,team1,draw,False,False,1.0
2026-03-27,Greece,Paraguay,0,1,2,1,team1,team2,False,False,2.0
2026-03-27,Guinea,Togo,2,2,2,1,team1,draw,False,False,1.0
2026-03-27,Liberia,Benin,0,1,1,2,team2,team2,True,False,0.0
2026-03-27,Libya,Niger,0,0,1,1,draw,draw,True,False,0.0
2026-03-27,Montenegro,Andorra,2,0,4,0,team1,team1,True,False,2.0
2026-03-27,Morocco,Ecuador,1,1,2,1,team1,draw,False,False,1.0
2026-03-27,Netherlands,Norway,2,1,2,0,team1,team1,True,False,1.0
2026-03-27,Saudi Arabia,Egypt,0,4,1,2,team2,team2,True,False,3.0
2026-03-27,South Africa,Panama,1,1,1,1,draw,draw,True,True,0.0
2026-03-27,Spain,Serbia,3,0,4,0,team1,team1,True,False,1.0
2026-03-27,Russia,Nicaragua,3,1,4,0,team1,team1,True,False,2.0
2026-03-27,Switzerland,Germany,3,4,1,2,team2,team2,True,False,0.0
2026-03-27,Costa Rica,Jordan,2,2,1,1,draw,draw,True,False,0.0
2026-03-27,Iran,Nigeria,1,2,2,1,team1,team2,False,False,2.0
2026-03-27,China,Curaçao,2,0,2,1,team1,team1,True,False,1.0
2026-03-27,Australia,Cameroon,1,0,2,1,team1,team1,True,False,0.0
2026-03-27,Azerbaijan,Saint Lucia,6,1,0,3,team2,team1,False,False,8.0
2026-03-27,Solomon Islands,Bulgaria,2,10,1,2,team2,team2,True,False,7.0
2026-03-27,Indonesia,Saint Kitts and Nevis,4,0,1,2,team2,team1,False,False,5.0
2026-03-27,Chile,Cape Verde,4,2,2,1,team1,team1,True,False,1.0
2026-03-27,New Zealand,Finland,0,2,2,1,team1,team2,False,False,3.0
2026-03-27,Kenya,Estonia,1,1,2,1,team1,draw,False,False,1.0
2026-03-27,Rwanda,Grenada,4,0,2,1,team1,team1,True,False,3.0
2026-03-27,Venezuela,Trinidad and Tobago,4,1,2,0,team1,team1,True,False,1.0
2026-03-27,Uzbekistan,Gabon,3,1,2,0,team1,team1,True,False,0.0
2026-03-27,Guyana,Dominica,2,0,2,0,team1,team1,True,True,0.0
2026-03-27,Belize,Sint Maarten,2,3,0,4,team2,team2,True,False,3.0
2026-03-28,Burkina Faso,Guinea-Bissau,5,0,3,0,team1,team1,True,False,2.0
2026-03-28,Canada,Iceland,2,2,3,0,team1,draw,False,False,3.0
2026-03-28,Haiti,Tunisia,0,1,1,2,team2,team2,True,False,0.0
2026-03-28,Hungary,Slovenia,1,0,2,1,team1,team1,True,False,0.0
2026-03-28,Ivory Coast,South Korea,4,0,1,2,team2,team1,False,False,5.0
2026-03-28,Mexico,Portugal,0,0,1,2,team2,draw,False,False,1.0
2026-03-28,San Marino,Faroe Islands,1,2,0,3,team2,team2,True,False,2.0
2026-03-28,Scotland,Japan,0,1,0,2,team2,team2,True,False,1.0
2026-03-28,Senegal,Peru,2,0,2,0,team1,team1,True,True,0.0
2026-03-28,United States,Belgium,2,5,1,2,team2,team2,True,False,2.0
2026-03-28,Kyrgyzstan,Madagascar,2,5,3,0,team1,team2,False,False,6.0
2026-03-28,Botswana,Zimbabwe,0,3,1,1,draw,team2,False,False,3.0
2026-03-28,Namibia,Comoros,0,0,1,1,draw,draw,True,False,0.0
2026-03-28,American Samoa,Guam,0,6,0,4,team2,team2,True,False,2.0
2026-03-28,Puerto Rico,United States Virgin Islands,2,0,1,2,team2,team1,False,False,3.0
2026-03-29,Armenia,Belarus,1,2,1,2,team2,team2,True,True,0.0
2026-03-29,Colombia,France,1,3,1,2,team2,team2,True,False,1.0
2026-03-29,Lithuania,Georgia,0,2,0,3,team2,team2,True,False,1.0
2026-03-29,Macau,Tanzania,0,6,0,4,team2,team2,True,False,2.0
2026-03-29,Aruba,Liechtenstein,4,1,2,1,team1,team1,True,False,2.0
2026-03-29,Martinique,El Salvador,0,1,2,1,team1,team2,False,False,2.0
2026-03-29,Dominican Republic,Cuba,1,1,2,1,team1,draw,False,False,1.0
2026-03-29,Barbados,Saint Vincent and the Grenadines,2,3,0,6,team2,team2,True,False,5.0
2026-03-29,Bonaire,Saint Martin,0,3,1,2,team2,team2,True,False,2.0
2026-03-29,British Virgin Islands,Anguilla,4,0,1,1,draw,team1,False,False,4.0
2026-03-29,Cayman Islands,Bahamas,1,0,2,1,team1,team1,True,False,0.0
2026-03-30,Cyprus,Moldova,3,2,2,1,team1,team1,True,False,0.0
2026-03-30,Germany,Ghana,2,1,4,0,team1,team1,True,False,3.0
2026-03-30,Azerbaijan,Sierra Leone,1,1,1,1,draw,draw,True,True,0.0
2026-03-30,Saint Kitts and Nevis,Solomon Islands,4,2,3,0,team1,team1,True,False,1.0
2026-03-30,Indonesia,Bulgaria,0,1,1,1,draw,team2,False,False,1.0
2026-03-30,Cape Verde,Finland,1,1,1,1,draw,draw,True,True,0.0
2026-03-30,New Zealand,Chile,4,1,1,1,draw,team1,False,False,3.0
2026-03-30,Grenada,Kenya,0,3,0,2,team2,team2,True,False,1.0
2026-03-30,Rwanda,Estonia,2,0,1,1,draw,team1,False,False,2.0
2026-03-30,Gabon,Trinidad and Tobago,2,2,2,1,team1,draw,False,False,1.0
2026-03-30,Uzbekistan,Venezuela,0,0,2,1,team1,draw,False,False,1.0
2026-03-30,Guyana,Belize,3,1,2,1,team1,team1,True,False,1.0
2026-03-30,Dominica,Sint Maarten,0,0,0,4,team2,draw,False,False,4.0
2026-03-31,Algeria,Uruguay,0,0,1,2,team2,draw,False,False,1.0
2026-03-31,Argentina,Zambia,5,0,7,0,team1,team1,True,False,2.0
2026-03-31,Austria,South Korea,1,0,1,1,draw,team1,False,False,1.0
2026-03-31,Benin,Guinea,1,0,1,1,draw,team1,False,False,1.0
2026-03-31,Brazil,Croatia,3,1,2,1,team1,team1,True,False,1.0
2026-03-31,Burkina Faso,Guinea-Bissau,1,1,3,0,team1,draw,False,False,3.0
2026-03-31,Canada,Tunisia,0,0,2,1,team1,draw,False,False,1.0
2026-03-31,Costa Rica,Iran,0,5,0,2,team2,team2,True,False,3.0
2026-03-31,England,Japan,0,1,2,1,team1,team2,False,False,2.0
2026-03-31,Equatorial Guinea,Madagascar,1,1,1,1,draw,draw,True,True,0.0
2026-03-31,Haiti,Iceland,1,1,1,1,draw,draw,True,True,0.0
2026-03-31,Hungary,Greece,0,0,1,1,draw,draw,True,False,0.0
2026-03-31,Ivory Coast,Scotland,1,0,2,1,team1,team1,True,False,0.0
2026-03-31,Jordan,Nigeria,2,2,1,2,team2,draw,False,False,1.0
2026-03-31,Liberia,Libya,2,2,1,2,team2,draw,False,False,1.0
2026-03-31,Botswana,Malawi,1,0,1,1,draw,team1,False,False,1.0
2026-03-31,Mexico,Belgium,1,1,1,2,team2,draw,False,False,1.0
2026-03-31,Montenegro,Slovenia,2,3,1,2,team2,team2,True,False,0.0
2026-03-31,Morocco,Paraguay,2,1,3,0,team1,team1,True,False,2.0
2026-03-31,Netherlands,Ecuador,1,1,2,1,team1,draw,False,False,1.0
2026-03-31,Niger,Togo,0,1,1,1,draw,team2,False,False,1.0
2026-03-31,Norway,Switzerland,0,0,1,1,draw,draw,True,False,0.0
2026-03-31,Peru,Honduras,2,2,2,1,team1,draw,False,False,1.0
2026-03-31,Russia,Mali,0,0,2,1,team1,draw,False,False,1.0
2026-03-31,Republic of Ireland,North Macedonia,0,0,2,1,team1,draw,False,False,1.0
2026-03-31,San Marino,Andorra,0,0,1,2,team2,draw,False,False,1.0
2026-03-31,Senegal,Gambia,3,1,3,0,team1,team1,True,False,1.0
2026-03-31,Serbia,Saudi Arabia,2,1,2,1,team1,team1,True,True,0.0
2026-03-31,Slovakia,Romania,2,0,1,1,draw,team1,False,False,2.0
2026-03-31,South Africa,Panama,1,2,1,1,draw,team2,False,False,1.0
2026-03-31,Spain,Egypt,0,0,3,0,team1,draw,False,False,3.0
2026-03-31,Ukraine,Albania,1,0,2,1,team1,team1,True,False,0.0
2026-03-31,United States,Portugal,0,2,0,2,team2,team2,True,True,0.0
2026-03-31,Wales,Northern Ireland,1,1,2,1,team1,draw,False,False,1.0
